Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW20,OUT045,1860.058865
NCO55,OUT049,1658.257312
FDX48,OUT046,2640.022684
FDU48,OUT046,2021.103622
FDR48,OUT019,332.3969747
FDK27,OUT013,1874.231308
FDT35,OUT013,2790.900107
FDN12,OUT049,1710.53894
NCE31,OUT019,248.1050205
FDL21,OUT017,870.8959538
FDV56,OUT017,1676.767247
FDR16,OUT017,3771.589154
NCP41,OUT049,1773.822543
FDJ27,OUT013,1675.877192
FDA07,OUT017,2003.570334
FDK55,OUT049,1428.902934
FDM33,OUT049,3725.392167
FDY46,OUT046,2848.531289
FDD36,OUT046,2056.103924
FDB12,OUT027,2722.426821
FDF28,OUT019,273.1518668
NCE07,OUT019,352.5424702
FDW50,OUT027,4326.97103
NCW18,OUT017,3830.709593
NCJ17,OUT019,247.8032954
DRZ24,OUT010,259.8962341
FDS07,OUT035,1920.505628
NCW05,OUT010,263.3902713
FDZ22,OUT018,1228.11239
FDK02,OUT046,1890.588122
FDZ45,OUT027,5220.408429
FDL25,OUT046,1352.898294
FDS08,OUT045,2442.509922
NCZ42,OUT027,5883.553816
FDX57,OUT035,1749.133813
FDF21,OUT046,2989.228367
FDJ56,OUT018,1284.543517
FDX10,OUT013,672.394275
DRG48,OUT035,2413.872415
DRN37,OUT046,2516.459814
NCY41,OUT018,630.6197163
FDN28,OUT045,1568.527903
FDE34,OUT045,2731.827076
FDR10,OUT045,2708.600405
FDC32,OUT017,1487.79209
DRG13,OUT046,2479.787968
FDP59,OUT049,1834.948807
NCT53,OUT010,415.8120024
FDL57,OUT027,5693.082357
FDN32,OUT010,468.3345895
FDK09,OUT018,2781.450708
FDA52,OUT010,443.7859001
FDC57,OUT049,3203.083575
FDI09,OUT035,3687.299705
NCB07,OUT046,2667.076945
FDP26,OUT035,1499.926448
FDP40,OUT027,2909.392244
FDL15,OUT013,2517.348626
FDV07,OUT046,1722.296707
FDS03,OUT017,1173.221946
FDE50,OUT049,3074.148673
FDQ15,OUT017,1335.780767
FDQ33,OUT010,374.0805105
FDT22,OUT013,803.4764546
DRO35,OUT035,2010.333717
FDJ41,OUT049,4309.303841
FDQ27,OUT035,2060.722347
FDC26,OUT017,1934.189538
NCF43,OUT027,3181.780266
NCR50,OUT035,2787.404859
FDE39,OUT018,1721.27552
FDN49,OUT027,1832.016691
DRG11,OUT035,1818.831716
NCA18,OUT049,2006.97647
FDM36,OUT018,2595.921836
FDW32,OUT017,1315.318144
NCQ18,OUT010,251.1481592
FDX14,OUT027,2414.346257
FDD46,OUT017,2342.380473
FDI34,OUT019,541.0296325
NCJ17,OUT035,1501.806195
FDB52,OUT035,4102.889459
FDV55,OUT018,2021.80395
FDC57,OUT046,2965.56266
FDB29,OUT046,1822.845723
NCO43,OUT035,1937.168484
FDG44,OUT045,896.6180259
FDJ34,OUT045,1801.91695
FDH40,OUT049,1318.966757
NCD07,OUT027,2950.706879
FDB41,OUT017,811.5066974
FDH47,OUT018,1304.203432
DRK37,OUT035,2941.154616
FDM25,OUT019,447.7709014
NCX06,OUT045,2787.036837
NCS05,OUT017,2198.168441
FDS39,OUT045,2053.873134
FDC47,OUT027,5441.699624
FDG20,OUT013,3028.838146
DRL23,OUT017,1832.031894
FDY33,OUT013,2945.492594
NCH18,OUT045,3446.910124
FDX47,OUT035,2518.167433
NCB06,OUT045,2527.246641
FDP36,OUT049,849.2975043
FDW44,OUT018,2638.166066
NCU41,OUT018,2700.667308
NCS17,OUT046,1732.556919
FDD46,OUT035,2573.451821
FDE45,OUT017,2969.528226
FDI09,OUT017,3501.111814
NCJ54,OUT010,598.9250478
NCA29,OUT018,2624.926607
NCN41,OUT027,3196.215699
FDY34,OUT035,2909.938116
NCG55,OUT035,2053.418987
DRM49,OUT046,913.0491454
NCB42,OUT049,1884.723715
FDE58,OUT045,1773.560099
DRJ25,OUT013,828.9150237
FDS47,OUT010,237.1351626
FDY21,OUT049,3249.40369
NCI54,OUT013,1870.395769
FDO24,OUT017,2495.527474
FDY43,OUT035,2791.957559
FDF35,OUT018,1348.066282
NCP29,OUT019,205.5833959
FDN28,OUT027,2710.980754
FDJ50,OUT018,832.0910946
FDQ14,OUT027,3754.319089
FDC37,OUT035,1617.254953
FDN08,OUT046,2027.110486
FDD04,OUT035,2091.895451
FDW34,OUT018,2700.259579
FDP04,OUT017,1034.63936
NCG07,OUT017,3178.807887
NCN14,OUT018,2708.488623
FDJ16,OUT045,896.1874542
NCM42,OUT045,1660.887734
NCF19,OUT046,828.6624508
FDY21,OUT018,2956.668776
FDY19,OUT035,1978.541039
FDV09,OUT045,2668.530365
FDA28,OUT013,1998.25782
FDC38,OUT018,1615.684143
FDL28,OUT045,3981.692786
NCH43,OUT049,3862.709188
NCN53,OUT045,875.8180546
NCW05,OUT017,1950.863732
NCO30,OUT018,2618.66394
FDT04,OUT019,141.8200125
FDB27,OUT018,2885.310047
NCK07,OUT013,2647.954545
NCA53,OUT013,776.7650437
FDB33,OUT018,2404.323381
FDU37,OUT017,1379.863161
FDR13,OUT035,1964.065616
FDE45,OUT049,2872.755637
FDV37,OUT017,3455.144999
FDX44,OUT019,250.483054
NCL06,OUT017,3891.960204
FDJ28,OUT045,2689.64785
FDX55,OUT049,3580.222316
NCK17,OUT018,651.0972072
FDH52,OUT035,1081.353348
FDN13,OUT027,2859.364041
FDK44,OUT018,2443.132623
FDU16,OUT046,1410.81619
FDZ07,OUT017,1012.102223
NCN06,OUT027,4131.567213
FDH02,OUT010,194.9292706
NCW18,OUT045,3591.699529
FDH57,OUT013,2024.704454
FDV35,OUT045,2706.560379
NCU29,OUT013,2530.274683
NCP02,OUT046,958.7197787
FDN44,OUT013,2699.224189
FDX03,OUT018,681.2881607
FDR11,OUT010,444.1089222
FDA36,OUT046,2919.297305
FDP58,OUT027,5235.948817
FDH31,OUT045,1433.577063
FDH34,OUT035,3278.097348
FDS13,OUT035,3906.47326
FDT01,OUT018,3144.77543
FDY09,OUT049,2841.686574
FDV33,OUT027,5633.055183
NCW29,OUT010,315.5184515
NCN17,OUT045,1490.130998
FDX01,OUT046,1948.74895
FDL03,OUT049,3218.379275
DRL59,OUT049,967.5650524
DRM11,OUT027,5051.75228
FDA43,OUT049,3325.751014
FDZ56,OUT010,392.7808615
FDI44,OUT018,1098.855754
FDB50,OUT013,1376.191079
FDU15,OUT019,166.5477536
NCJ19,OUT019,177.4249681
FDD48,OUT013,1989.783751
NCW42,OUT035,3672.935668
FDL24,OUT017,2874.562498
NCB30,OUT013,3075.485313
FDK25,OUT013,3061.442699
FDW28,OUT049,3210.841104
FDD47,OUT017,3210.422593
FDK16,OUT019,227.9869383
FDW37,OUT046,1618.086251
FDA48,OUT035,3528.82627
FDA14,OUT017,2400.599883
FDV15,OUT013,1782.588223
FDN22,OUT049,3858.476497
NCD55,OUT045,687.3452486
FDY43,OUT013,2786.005394
NCU05,OUT017,1330.779316
FDF10,OUT035,2824.678703
FDR39,OUT018,2892.078861
FDG40,OUT013,648.2310638
FDZ28,OUT019,256.346297
FDE02,OUT045,1530.311335
FDU60,OUT049,2969.014179
FDM21,OUT013,3535.756509
FDV52,OUT019,248.133003
NCW06,OUT013,2891.911427
FDX36,OUT035,3671.419776
FDT35,OUT027,4325.020573
NCL19,OUT010,265.3103036
NCD31,OUT046,2742.791515
FDE53,OUT019,259.6189883
FDW58,OUT019,287.553077
DRF48,OUT046,3128.89933
FDW57,OUT035,2839.620005
DRH13,OUT017,1648.075015
FDT33,OUT013,2671.185745
DRK47,OUT027,4900.926301
FDY22,OUT010,320.686416
FDC35,OUT019,503.8059437
FDO03,OUT013,3885.724321
FDF24,OUT045,1322.367546
FDF56,OUT018,2768.086149
FDD28,OUT013,750.1824278
FDG53,OUT027,3107.768892
FDO27,OUT019,319.1219856
NCF54,OUT018,2499.024459
FDC20,OUT027,2093.517107
FDU10,OUT046,781.1758739
DRA24,OUT018,2384.681722
FDA02,OUT010,328.4707283
FDG10,OUT017,985.8670986
FDW39,OUT010,522.0800243
FDP04,OUT019,180.0632452
NCM55,OUT013,2872.04547
FDG47,OUT045,4015.72112
NCU41,OUT017,2936.161715
NCK31,OUT017,834.8484833
FDZ46,OUT045,1564.085708
FDU13,OUT027,3625.516554
NCF19,OUT045,778.2450706
NCJ43,OUT013,2928.94412
NCJ05,OUT045,2509.390259
FDS04,OUT027,3174.017319
FDX28,OUT010,220.5796718
FDB41,OUT027,1647.283887
FDG53,OUT046,2007.036352
FDL15,OUT010,344.6156293
FDQ08,OUT049,1112.252287
DRN36,OUT013,1500.630301
FDI46,OUT013,4029.055943
FDG16,OUT027,5425.175324
FDV32,OUT013,1008.397544
FDF44,OUT010,235.1469906
FDK04,OUT018,777.3843064
NCA41,OUT013,2771.139559
FDD51,OUT017,792.9358534
NCZ53,OUT045,2756.29432
FDP01,OUT027,4125.884506
FDY25,OUT049,3132.373296
FDB17,OUT018,2443.373895
NCV54,OUT018,1719.875156
FDJ32,OUT017,1098.970002
FDA37,OUT049,1915.555663
FDG35,OUT035,3190.003029
NCM05,OUT018,3765.023603
FDG45,OUT046,3496.493704
FDH28,OUT013,634.1365024
NCE18,OUT049,4152.701132
FDH38,OUT045,1759.211089
FDR56,OUT013,3118.563466
FDH17,OUT027,2612.365725
FDD39,OUT049,3369.842392
FDB41,OUT049,913.7254408
NCR53,OUT046,3608.695614
FDX46,OUT017,920.0894631
FDV28,OUT049,805.3285845
FDA08,OUT018,2451.869395
FDH45,OUT017,786.7332545
NCS38,OUT010,267.9745717
FDD40,OUT010,518.8454712
DRM59,OUT035,2611.924815
NCJ43,OUT018,2632.240455
NCN29,OUT013,769.9208974
NCC19,OUT045,2930.884455
FDR56,OUT035,3097.562102
FDZ43,OUT049,3846.956674
FDJ32,OUT010,178.8347755
DRH03,OUT017,1372.728678
NCZ54,OUT035,2975.720896
FDE26,OUT017,2582.165962
FDS03,OUT045,1135.805431
DRZ24,OUT019,276.3649844
FDO48,OUT027,5001.374257
FDW39,OUT049,2791.376883
NCK05,OUT049,1064.229846
NCK30,OUT017,3981.964817
FDT27,OUT018,3359.706093
FDS08,OUT019,454.0614276
NCJ19,OUT049,1070.573715
FDC58,OUT045,708.3217117
DRE37,OUT013,3230.989386
FDW02,OUT035,2166.179685
FDJ02,OUT010,312.036918
FDX09,OUT045,2691.542648
FDT31,OUT010,487.1848687
FDI24,OUT049,3258.569967
FDY09,OUT045,2868.187457
FDV28,OUT045,726.2852262
DRM47,OUT049,3431.635482
FDT52,OUT019,537.214086
FDI48,OUT018,834.2669345
FDY55,OUT017,4481.508406
FDU48,OUT013,2086.009909
FDN25,OUT045,758.6240965
FDP20,OUT049,2142.812045
FDJ15,OUT013,3224.845741
FDD04,OUT018,1739.908214
FDY58,OUT045,3567.869135
FDR37,OUT018,2822.254721
FDF44,OUT013,1986.313118
FDD32,OUT045,1268.877109
FDR57,OUT017,2467.807799
DRG39,OUT027,2055.321115
FDX15,OUT017,2613.739436
DRN37,OUT045,2596.497242
FDW40,OUT027,3189.392774
FDB32,OUT049,1539.964446
FDM40,OUT018,1976.793573
FDE39,OUT027,2869.841627
DRH49,OUT017,1360.09311
FDT46,OUT049,903.6807986
NCF06,OUT035,3903.485109
FDP07,OUT017,3081.811349
FDC04,OUT013,3931.150456
FDZ32,OUT017,1769.437737
FDD50,OUT045,2813.241818
FDU56,OUT017,3066.015491
FDV34,OUT017,1208.310586
NCY41,OUT013,708.1869353
NCK18,OUT046,2643.366651
DRH25,OUT049,990.9064962
FDT57,OUT046,3542.438886
FDV56,OUT018,1369.83591
FDV12,OUT045,1568.216428
FDN52,OUT017,1395.30622
FDX38,OUT035,821.2637157
FDE47,OUT018,1683.222442
NCO07,OUT013,3078.125572
FDV09,OUT027,3637.158425
FDZ23,OUT019,469.3932509
DRH51,OUT018,1285.713514
NCY54,OUT045,2692.609854
DRG49,OUT013,4310.871107
NCC19,OUT049,3542.340086
NCV53,OUT045,4277.559551
FDZ47,OUT019,274.8732609
NCO26,OUT018,1735.612665
NCP02,OUT045,1041.213812
NCW30,OUT018,3092.717365
NCN55,OUT046,3668.351989
FDB20,OUT010,183.0099889
DRL11,OUT013,2347.923317
DRD60,OUT045,2893.638556
FDW14,OUT010,193.3387283
FDL27,OUT010,218.604688
FDU09,OUT018,825.9318655
DRH36,OUT027,2201.655155
FDP34,OUT027,3959.366183
FDE04,OUT017,2959.919653
FDZ57,OUT027,3315.977512
FDF02,OUT010,248.3489808
FDG28,OUT045,4028.964014
NCI31,OUT046,808.812976
FDT43,OUT013,874.7258973
FDU20,OUT046,2177.173184
FDD53,OUT013,715.1532193
FDW15,OUT045,2583.666305
NCT53,OUT045,2362.714911
NCG55,OUT027,2782.410467
FDD48,OUT035,1838.402902
FDG47,OUT049,3929.634833
FDI21,OUT017,1230.830775
FDT27,OUT017,3807.415858
DRO35,OUT013,2089.450066
FDD33,OUT017,3822.747741
FDC04,OUT035,3918.733045
FDY34,OUT013,2623.146603
DRJ49,OUT049,2067.735206
FDE05,OUT049,2426.258926
FDU31,OUT017,3988.069035
NCN19,OUT027,4494.849337
FDK56,OUT027,5408.35974
FDK58,OUT017,1784.139819
NCJ42,OUT035,1828.360661
FDZ34,OUT027,4844.143283
FDA52,OUT018,2630.398049
NCR29,OUT013,758.5224574
FDT48,OUT035,3411.927007
DRJ51,OUT019,538.8040871
NCS54,OUT046,2789.654757
FDV01,OUT035,2816.958341
DRG51,OUT027,4383.742073
NCG42,OUT013,2200.668227
FDA51,OUT049,1758.112257
FDV19,OUT010,343.4934778
NCT18,OUT045,2979.235369
NCS41,OUT045,2731.821352
FDO03,OUT046,3528.523829
FDL12,OUT010,194.4104787
FDY37,OUT010,281.8139496
FDI58,OUT049,1515.487768
FDT28,OUT018,2026.91769
NCC42,OUT010,334.6220479
FDO01,OUT017,2166.454656
FDJ02,OUT013,2522.848766
FDQ04,OUT018,661.1864933
DRL47,OUT013,2060.326467
FDZ32,OUT035,1816.746373
FDC35,OUT035,3624.016807
FDX14,OUT045,1152.526412
FDZ35,OUT013,1862.478883
FDL14,OUT013,2391.787779
FDO04,OUT049,1024.047509
DRK11,OUT017,2553.424717
FDB44,OUT018,3106.28446
FDZ50,OUT049,3486.955941
FDI12,OUT027,2687.299071
FDU43,OUT017,4397.545777
FDD58,OUT010,234.1419935
FDB27,OUT017,3308.006749
FDB04,OUT018,1254.506435
NCO17,OUT013,1790.678702
FDL12,OUT017,921.1066996
DRJ13,OUT049,2693.14089
FDD57,OUT045,1430.541614
FDW19,OUT035,1839.377897
DRD27,OUT018,1339.00176
FDH27,OUT027,3582.848945
NCW30,OUT027,5605.220294
FDR40,OUT018,1067.767042
FDG05,OUT013,2370.996572
NCY41,OUT019,145.0118553
FDI38,OUT018,2701.611344
FDR20,OUT046,785.2552723
FDE09,OUT017,1725.167697
FDN50,OUT019,273.8135986
DRF27,OUT045,2327.498429
DRF51,OUT013,687.0254609
NCO02,OUT019,175.1934741
FDB51,OUT027,2114.691337
FDJ50,OUT013,830.5695902
FDN52,OUT013,1345.786247
FDX14,OUT013,1172.428163
FDT27,OUT019,617.9383645
FDV10,OUT013,742.0944816
FDU33,OUT046,876.2649935
FDU58,OUT046,3258.395959
NCP42,OUT027,5302.852449
FDL51,OUT027,5488.244131
DRH15,OUT027,1752.286077
FDU16,OUT017,1384.064263
FDW15,OUT017,2647.588249
FDQ44,OUT045,1865.361163
NCI06,OUT027,4976.988126
DRK23,OUT019,571.0653308
FDC28,OUT035,1654.644674
NCY17,OUT019,153.0798278
NCV05,OUT018,2439.745694
FDM34,OUT019,323.5771265
DRD60,OUT027,5128.155683
FDT38,OUT046,1322.052839
FDQ57,OUT018,2268.067962
FDE59,OUT027,1721.595019
NCM43,OUT046,2460.923926
DRI51,OUT049,2826.706727
NCG30,OUT017,2060.567986
NCK54,OUT035,2011.639001
FDQ16,OUT019,241.8175188
FDI36,OUT013,2827.652089
FDX16,OUT027,3866.383799
FDA34,OUT046,2981.437245
FDJ48,OUT018,3167.213394
FDU47,OUT035,2002.843449
FDS39,OUT046,2177.12494
FDD11,OUT046,3839.967485
FDM16,OUT027,2230.1822
FDU56,OUT018,2789.049985
FDQ32,OUT017,2059.764024
DRK35,OUT013,741.7428915
FDA58,OUT049,3765.133458
DRG48,OUT019,336.3773038
FDT59,OUT010,652.5460251
FDQ31,OUT019,256.7601214
FDS51,OUT018,888.1642568
FDW32,OUT027,2571.711755
FDI15,OUT027,5914.335966
NCV30,OUT017,1134.41219
DRG25,OUT049,3257.739254
FDT02,OUT013,671.712106
FDO33,OUT027,3021.014581
FDP38,OUT035,945.2460251
FDZ45,OUT035,3319.833574
NCA54,OUT027,5027.422924
FDU33,OUT017,881.2845127
FDN58,OUT017,4227.390198
FDI05,OUT045,1239.240339
FDM57,OUT019,209.9373055
NCS42,OUT027,2550.61824
FDB57,OUT045,3769.472639
FDC03,OUT045,2962.870765
FDZ58,OUT013,2093.956444
NCK29,OUT045,1880.31875
NCR53,OUT045,3741.649238
FDE26,OUT027,3782.491305
FDU52,OUT049,2508.828841
FDE41,OUT027,2513.926251
FDU38,OUT018,2775.771968
FDA52,OUT017,2887.913744
FDW46,OUT046,1255.462792
DRI59,OUT035,3775.687886
FDT38,OUT035,1285.962441
FDL33,OUT018,2887.719955
FDQ01,OUT027,5376.25778
FDJ08,OUT046,2835.894231
FDQ47,OUT049,957.4038608
NCZ18,OUT013,4113.60489
FDE29,OUT017,970.1097725
FDF10,OUT027,3702.567806
FDC48,OUT049,1357.217118
FDY58,OUT013,3817.121906
NCX30,OUT010,595.7661752
FDV11,OUT013,2734.992819
FDT46,OUT046,881.9375683
DRD01,OUT019,173.7132136
FDQ11,OUT013,4087.253224
NCM41,OUT017,1437.668496
NCC55,OUT013,655.4270861
FDG45,OUT027,5559.146064
NCQ54,OUT049,3066.77913
FDM34,OUT045,1818.936923
FDD17,OUT019,528.0914351
FDN38,OUT027,5700.077495
FDB53,OUT018,2151.950706
NCL06,OUT035,4047.858367
NCV18,OUT019,231.8676647
FDX25,OUT013,3136.290673
FDB39,OUT046,852.1953341
FDC33,OUT049,3390.18873
NCO14,OUT018,718.8111235
FDA58,OUT027,5435.932313
NCQ02,OUT017,3235.07711
NCR53,OUT017,3449.462087
FDN52,OUT046,1354.047794
FDG26,OUT046,3975.633514
FDE23,OUT027,1784.65567
DRI37,OUT013,914.1231826
DRH37,OUT018,2333.565006
FDO01,OUT035,2114.712962
FDK45,OUT049,2013.256474
FDP23,OUT049,3887.264056
FDM33,OUT035,3862.927194
FDD36,OUT017,2090.330159
FDL56,OUT017,1399.465423
FDT27,OUT010,641.310294
FDG52,OUT017,729.7920072
NCL42,OUT035,3977.377122
DRJ24,OUT046,2828.101147
FDV38,OUT046,805.8719558
FDT35,OUT045,2828.800356
FDY51,OUT045,3467.163955
FDC37,OUT017,1769.537927
NCP43,OUT013,2955.918288
FDO33,OUT045,1705.509326
FDW04,OUT018,1610.747986
NCC31,OUT046,2481.332641
FDK22,OUT049,3905.818776
FDJ50,OUT017,969.5156541
FDV13,OUT017,1403.257213
DRL60,OUT017,2489.101505
FDW03,OUT017,1930.012992
FDY27,OUT035,3205.093049
FDB39,OUT027,2051.558747
FDU59,OUT045,2452.216519
FDZ57,OUT049,2055.73266
FDO21,OUT049,3532.403347
FDS43,OUT018,2798.963609
FDU28,OUT010,493.3760701
FDC51,OUT010,236.242113
FDW16,OUT010,193.1127548
FDP32,OUT010,240.2259337
FDB60,OUT019,419.9607946
NCQ30,OUT046,1865.558187
FDD26,OUT049,3135.639974
FDI44,OUT045,1244.676815
DRH23,OUT046,990.8741751
FDO44,OUT046,1636.291254
FDG04,OUT046,2978.233554
FDM32,OUT027,2991.110719
FDM09,OUT013,2838.328376
FDZ47,OUT013,1593.318839
FDM40,OUT027,3210.610507
FDY48,OUT017,1714.972781
NCM30,OUT045,735.8874541
FDX36,OUT010,474.8156783
DRF03,OUT017,725.5727379
FDN51,OUT049,4005.954128
FDM57,OUT049,1386.622781
FDB35,OUT049,1577.833235
FDY13,OUT027,2469.186328
FDA37,OUT017,2106.649024
NCX53,OUT017,2314.289575
FDD59,OUT018,1116.83083
FDX10,OUT019,152.4446993
FDC03,OUT018,2874.254469
FDW43,OUT035,4081.866616
FDW10,OUT046,2435.922218
FDY14,OUT027,6087.537506
FDV43,OUT045,762.7774595
FDO40,OUT013,2500.444033
FDP46,OUT027,2788.82434
NCE43,OUT019,369.4121924
FDD05,OUT035,2089.002963
FDJ60,OUT010,390.8770899
DRE27,OUT018,1324.98973
FDO11,OUT035,4437.502159
DRG11,OUT027,2764.688944
FDK33,OUT010,520.1533825
DRM23,OUT045,2823.276316
FDJ02,OUT027,3914.891787
NCZ05,OUT045,1421.971576
NCL30,OUT013,1983.621288
FDZ19,OUT018,2600.370364
FDM45,OUT049,1958.136812
FDO36,OUT046,2737.221589
NCK31,OUT045,828.5926761
DRJ37,OUT045,2574.394774
FDP24,OUT018,1512.65127
FDF46,OUT013,1899.185827
FDX46,OUT019,175.6947491
NCL18,OUT045,2730.869593
FDJ26,OUT013,3298.663868
FDJ07,OUT045,1774.745294
FDY15,OUT013,2393.071457
DRG01,OUT045,1137.999451
FDF58,OUT045,1086.015213
FDZ14,OUT019,259.8656384
FDP31,OUT049,1150.381915
FDH45,OUT013,758.7420181
FDA09,OUT010,493.8724251
FDW31,OUT035,3075.814295
FDA57,OUT046,759.1615139
NCE55,OUT035,2887.522632
FDC17,OUT019,544.2022428
FDC59,OUT013,1021.60512
FDA22,OUT013,2894.393792
FDK52,OUT035,3793.223795
NCM26,OUT046,2375.189024
NCT53,OUT035,2588.216943
FDW45,OUT018,2383.396124
NCI18,OUT035,3330.9773
FDE38,OUT018,2476.51311
FDF08,OUT019,254.951177
FDY58,OUT010,522.7637604
FDF58,OUT019,213.3139191
FDX39,OUT017,3949.174075
FDB44,OUT049,3621.387971
FDF28,OUT013,2006.832113
FDE39,OUT013,1785.478545
FDT37,OUT018,3131.145797
FDZ45,OUT017,3506.749951
FDO40,OUT035,2750.764084
FDM57,OUT027,2434.116314
DRG36,OUT017,2908.395589
FDY36,OUT010,174.1925091
DRL60,OUT027,3720.751935
FDS25,OUT019,274.3480248
DRF49,OUT027,2707.992572
FDP16,OUT045,4077.028059
FDS60,OUT049,3150.153314
FDU15,OUT027,1772.391149
FDK43,OUT046,2110.79271
FDN25,OUT046,955.8493688
FDE53,OUT049,1569.402472
FDB22,OUT013,2612.381137
FDE39,OUT017,2087.036658
FDX35,OUT035,4023.490776
NCG54,OUT049,3225.74702
FDH27,OUT035,2552.304076
NCK42,OUT013,3226.914866
FDS25,OUT049,1750.978188
FDI10,OUT018,2694.705365
FDU35,OUT035,1868.186902
FDI04,OUT017,3379.032093
DRK23,OUT035,4275.252874
FDB53,OUT019,327.3157727
FDY02,OUT049,3930.446574
FDM60,OUT035,738.51868
NCJ31,OUT010,607.0137999
DRP35,OUT017,2042.293593
NCQ30,OUT018,1775.963564
DRL11,OUT010,370.6447903
FDU01,OUT013,3097.951065
FDR39,OUT035,3258.935828
FDO08,OUT046,2656.427337
FDC02,OUT045,4168.257297
NCZ29,OUT035,2058.942087
FDF29,OUT010,247.2377396
FDZ23,OUT017,3104.909838
NCU53,OUT018,2531.363155
NCW30,OUT013,4096.801939
NCM26,OUT027,4254.792434
FDV50,OUT027,2851.722235
FDW15,OUT049,2382.934863
FDI35,OUT027,5034.144541
FDO11,OUT017,4338.579605
FDN48,OUT046,1534.687145
NCA17,OUT049,2297.711139
NCN54,OUT013,1089.159916
FDP22,OUT013,774.8121297
NCB54,OUT035,1994.587542
FDD08,OUT045,695.9174721
DRM48,OUT010,162.513968
FDG41,OUT027,2873.610494
FDE44,OUT027,2057.117853
FDE26,OUT035,2559.00781
NCS38,OUT013,2072.664052
NCJ54,OUT018,2886.171632
FDI40,OUT019,238.5692725
FDN45,OUT018,3229.797092
FDU43,OUT046,3718.508237
FDI04,OUT010,474.7005533
NCC07,OUT018,1508.114628
NCC07,OUT019,260.2308895
NCD18,OUT045,3481.102107
FDU55,OUT035,4511.310658
FDX59,OUT035,836.3401874
FDR52,OUT049,3328.48523
NCP17,OUT013,964.1524717
FDQ32,OUT045,1834.98414
NCT17,OUT049,3187.339654
FDO10,OUT049,1068.882575
FDE32,OUT049,870.0928368
FDN44,OUT045,2660.565997
FDH02,OUT035,1557.250561
FDK60,OUT013,1653.676805
FDS24,OUT019,273.8755797
FDL03,OUT010,593.4759202
FDB46,OUT027,5303.784524
FDO48,OUT049,3833.596867
FDZ39,OUT049,1806.263483
FDT02,OUT027,1741.089723
FDC50,OUT013,1685.039768
FDP39,OUT035,932.2748262
DRG15,OUT018,1044.762078
FDP10,OUT018,1428.377107
FDF53,OUT027,5149.225682
FDN34,OUT045,2902.967784
FDK02,OUT045,1788.7431
FDC23,OUT045,3059.205536
FDJ10,OUT019,296.7896703
FDE53,OUT035,1617.107572
FDR25,OUT035,4063.365889
FDW50,OUT046,2636.041961
FDS09,OUT049,928.996601
FDW49,OUT010,457.8831316
FDU51,OUT046,2721.216107
FDF28,OUT018,1543.049248
NCY30,OUT018,2682.067437
FDD44,OUT045,4490.694785
FDX09,OUT017,2990.552579
NCF30,OUT013,2165.176983
FDZ50,OUT019,499.6372984
FDW37,OUT013,1504.020394
FDD11,OUT049,3818.530933
DRH39,OUT018,1092.742317
FDA36,OUT049,3151.721725
NCG43,OUT049,1653.673035
FDF02,OUT035,1830.55962
FDP57,OUT027,2865.755044
NCE42,OUT017,3315.26076
NCR38,OUT027,5490.268474
FDP03,OUT019,337.519252
FDO51,OUT035,932.1621959
NCQ42,OUT046,1983.695482
NCM41,OUT046,1499.682858
FDH48,OUT027,2391.897751
DRF60,OUT046,3628.182646
FDJ27,OUT035,1657.497768
FDQ14,OUT013,2214.132356
FDN27,OUT017,1856.75697
NCQ02,OUT046,2821.575829
FDJ33,OUT049,1970.678377
FDP07,OUT027,5333.509573
DRE01,OUT049,4171.684268
FDU36,OUT045,1596.709244
FDL28,OUT017,3872.834444
NCX53,OUT046,2324.135717
FDZ39,OUT013,1631.301136
NCP42,OUT013,3152.271751
FDJ14,OUT035,1496.29706
FDK04,OUT049,963.5037864
NCC19,OUT017,2882.066496
FDS09,OUT018,810.1475688
FDZ02,OUT046,1406.08045
FDD35,OUT018,1666.824952
NCY42,OUT017,2474.593097
FDB05,OUT045,3733.761727
FDF20,OUT035,3203.732666
NCO41,OUT018,1434.684777
FDC40,OUT027,2448.324204
FDV58,OUT045,2713.358283
FDZ57,OUT045,1826.176743
DRM35,OUT046,2893.874838
DRN36,OUT018,1323.829629
FDQ13,OUT046,1411.33723
DRO35,OUT010,238.0970745
NCD43,OUT035,1839.708765
FDA51,OUT018,1667.273902
NCX17,OUT027,5929.640839
NCZ17,OUT049,795.845391
FDR11,OUT027,4116.183363
FDW34,OUT049,4233.022408
FDN50,OUT017,1530.275292
FDS09,OUT046,942.6804246
FDS48,OUT018,2344.501815
FDL44,OUT049,2986.090143
DRF48,OUT018,2716.968319
FDA14,OUT018,1879.921623
NCD30,OUT049,1711.991519
FDI16,OUT017,871.808889
NCG06,OUT035,3901.278033
DRZ24,OUT035,1984.162085
NCS17,OUT045,1494.976039
FDB37,OUT045,3938.400361
FDE10,OUT035,1987.409899
FDC57,OUT045,3082.716151
FDM12,OUT018,2816.478615
FDE24,OUT049,2149.276643
FDW22,OUT045,3568.571908
DRD01,OUT027,1927.566562
NCZ18,OUT027,5509.946922
FDN49,OUT045,766.8451845
FDR22,OUT035,2043.629706
FDV08,OUT019,165.7920717
FDY39,OUT046,3189.025154
FDV36,OUT049,2087.209734
FDO60,OUT045,813.7274923
FDU04,OUT027,2807.145767
FDR20,OUT027,2021.173492
